;molecule_chembl_id;units;IC50;pIC50;smiles;MW;HBA;HBD;LogP;rule_of_five_conform
3431;CHEMBL130163;nM;2600.0;5.585026652029182;CO[C@H]1[C@H](C[C@@H]2O[C@@]1(C)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35)N(C)C(=O)C;508.211055376;6;1;4.612900000000003;yes
3432;CHEMBL1242749;nM;2600.0;5.585026652029182;Nc1ncnc2c1c(nn2[C@@H]3CCOC3)c4ccc(F)c(O)c4;315.11315290799996;7;2;1.8816;yes
3433;CHEMBL449949;nM;2600.0;5.585026652029182;Fc1cccc(COc2ccc(Nc3ncnc4cc(C#C[C@@H]5C[C@H](CN5)OC(=O)N6CCOCC6)sc34)cn2)c1;574.1798525639999;10;2;4.098800000000002;yes
3434;CHEMBL1241944;nM;2600.0;5.585026652029182;CC(C)n1nc(c2ccc(C#N)c(O)c2)c3c(N)ncnc13;294.122909068;7;2;2.2336799999999997;yes
3435;CHEMBL2332119;nM;2600.0;5.585026652029182;NC(=O)C1=C(N)C(=O)C=C(Nc2ccccc2O)C1=O;273.074955832;6;4;-0.4620999999999999;yes
3436;CHEMBL1945648;nM;2640.0;5.578396073130167;Cc1ccc(C(=O)NS(=O)(=O)c2ccc(Br)cc2)c(Cl)n1;387.92840296;4;1;2.924620000000001;yes
3438;CHEMBL174634;nM;2650.0;5.576754126063192;Cc1ccccc1c2cn(c3ccccc3)c4ncnc(N)c24;300.13749651200004;4;1;3.9781200000000014;yes
3439;CHEMBL1821865;nM;2670.0;5.573488738635424;Cc1ccc(cc1)C2CC(=NN2c3nc(cs3)c4ccccc4)c5ccc(C)c(C)c5;423.1769188;4;0;7.091060000000007;yes
3440;CHEMBL354033;nM;2670.0;5.573488738635424;Nc1ncnc2c1c(cn2C3CCNC3)c4ccc(O)cc4;295.143310164;6;3;1.9204999999999999;yes
3441;CHEMBL65063;nM;2700.0;5.568636235841012;Nc1ncnc2c1cnn2c3ccccc3;211.08579528799999;5;1;1.3977;yes
3443;CHEMBL1080815;nM;2700.0;5.568636235841012;Clc1cccc(Nc2ncnc3ccc(Cl)cc23)c1;289.01735264800004;3;1;4.680200000000001;yes
3444;CHEMBL3133908;nM;2700.0;5.568636235841012;CCc1cccc(Nc2ncnc3ccc(NC(=O)C=C)cc23)c1;318.148061196;4;2;4.060300000000002;yes
3445;CHEMBL114392;nM;2700.0;5.568636235841012;Fc1ccc(Nc2c(cnc3ccc(NC(=O)C(=C)CN4CCOCC4)cc23)C#N)cc1Cl;465.13678081200004;6;2;4.469480000000003;yes
3446;CHEMBL319540;nM;2710.0;5.5670307091255955;Cc1c(C)n(c2ccccc2)c3ncnc(N)c13;238.12184644799999;4;1;2.6195399999999998;yes
3447;CHEMBL1241858;nM;2720.0;5.5654310959658;Nc1ncnc2c1c(nn2CC3CCCNC3)c4ccc(Cl)c(O)c4;358.130886908;7;3;2.4341;yes
3448;CHEMBL534948;nM;2730.0;5.563837352959244;Cl.CN1CCCC(COc2ccc(cc2)c3cnc(Nc4c(C)cccc4C)c5cncn35)C1;477.2295383240001;6;1;5.899140000000006;yes
3449;CHEMBL2070196;nM;2750.0;5.560667306169737;Clc1cccc(Nc2ncnc3ccc(NC(=O)C4COc5ccccc5O4)cc23)c1;432.09891808399993;6;2;4.805300000000002;yes
3450;CHEMBL1241946;nM;2800.0;5.552841968657781;CC(C)n1nc(c2cccc(c2)C(=O)C)c3c(N)ncnc13;295.143310164;6;1;2.859;yes
3451;CHEMBL200976;nM;2800.0;5.552841968657781;COC(=O)c1c(OCCN2CCCCC2)c3ccccc3c4oc5C(=O)c6ccccc6C(=O)c5c14;483.16818751999995;7;0;5.012700000000005;yes
3452;CHEMBL418907;nM;2800.0;5.552841968657781;COc1cc(\C=C\[N+](=O)[O-])ccc1OS(=O)(=O)c2ccc(cc2)C(=O)O;379.036187376;7;1;2.4085;yes
3453;CHEMBL182397;nM;2800.0;5.552841968657781;COc1cc2ncnc(Nc3cccc(NC(=O)c4ccccc4)c3F)c2cc1OC;418.144118688;6;2;4.782000000000004;yes
3454;CHEMBL3263378;nM;2800.0;5.552841968657781;COc1ccc(cc1)C2=NN(C(C2)c3ccc4ccccc4c3)C5=NC(=O)CS5;401.119797848;5;0;4.628900000000004;yes
3455;CHEMBL1812569;nM;2810.0;5.55129368009492;Clc1cccc(Nc2ncnc3ccc(NC(=O)\C=C\c4cccc5ccccc45)cc23)c1;450.124738908;4;2;6.831900000000004;yes
3456;CHEMBL168266;nM;2820.0;5.549750891680639;Nc1ncnc2c1c(cn2C3CC(O)C3)c4ccccc4;280.132411132;5;2;2.3763000000000005;yes
3457;CHEMBL116857;nM;2880.0;5.5406075122407685;COc1cc(NC(=O)\C=C\CN(C)C)cc2c(Nc3cccc(Br)c3)c(cnc12)C#N;479.09568704400004;6;2;4.677480000000004;yes
3459;CHEMBL3740003;nM;2890.0;5.539102157243452;Cc1[nH]c(c2ccccc2)c(c3ccccc3)c1C4=CC=C(NC(=O)c5ccccc5)C(=O)O4;446.1630425639999;3;2;6.529620000000005;yes
3460;CHEMBL1240566;nM;2900.0;5.5376020021010435;Cn1nc(c2ccc3cc[nH]c3c2)c4c(N)ncnc14;264.112344384;5;2;2.0938;yes
3461;CHEMBL116595;nM;2900.0;5.5376020021010435;COc1cc(\C=C(/C#N)\C(=O)N)cc(CSc2ccccc2)c1O;340.088163372;5;2;3.085380000000002;yes
3462;CHEMBL1242567;nM;2900.0;5.5376020021010435;Nc1ncnc2c1c(nn2C3CNC3)c4ccc(F)c(O)c4;300.113487256;7;3;1.0644999999999998;yes
3464;CHEMBL3604940;nM;2900.0;5.5376020021010435;CN1CCN(CC1)c2cc(Nc3n[nH]c4ccc(Br)cc34)nc(Oc5cccc(NC(=O)C=C)c5)n2;548.12838414;8;3;4.527600000000002;yes
3465;CHEMBL1242566;nM;2900.0;5.5376020021010435;Nc1ncnc2c1c(nn2C3CCC3)c4ccc(F)c(O)c4;299.11823828799993;6;2;2.645200000000001;yes
3466;CHEMBL3983460;nM;2933.0;5.532687937019448;COc1cc2c(Nc3ccc(NC(=O)Nc4ccccc4)cc3)ncnc2cc1OCc5ccccc5;491.19573966;6;3;6.605000000000004;yes
3467;CHEMBL1828860;nM;2940.0;5.531652669587842;Cc1ncc([N+](=O)[O-])n1CC(=O)NS(=O)(=O)c2ccccc2;324.052840484;7;1;0.6048199999999997;yes
3469;CHEMBL479;nM;2947.0;5.530619864150075;CSc1ccc2Sc3ccccc3N(CCC4CCCCN4C)c2c1;370.15374083200004;4;0;5.885600000000006;yes
3470;CHEMBL3628791;nM;2980.0;5.525783735923746;Fc1ccc(Nc2ncnc3sccc23)cc1Cl;279.003324124;4;1;4.227400000000001;yes
3471;CHEMBL24944;nM;2987.0;5.524764777395872;Oc1c(Br)cc(Br)cc1C(=O)Nc2ccc(Br)cc2;446.810514796;2;2;4.932000000000001;yes
3473;CHEMBL2348194;nM;2991.0;5.5241835869686815;C[C@@H](Nc1ncnc2oc(c3ccccc3)c(c4ccccc4)c12)c5ccccc5;391.168462292;4;1;6.729900000000005;yes
3474;CHEMBL492199;nM;3000.0;5.522878745280337;Oc1cc(cc(O)c1O)C(=C(C#N)C#N)C#N;227.03309102;6;3;1.1277399999999997;yes
3476;CHEMBL483233;nM;3000.0;5.522878745280337;CCOc1cc(\C=C(/C#N)\C(=O)N)cc(CSc2ccc(O)cc2)c1O;370.09872805599997;6;3;3.181080000000001;yes
3477;CHEMBL310798;nM;3000.0;5.522878745280337;Oc1cc(C=C(C#N)C#N)cc(O)c1O;202.037842052;5;3;1.23396;yes
3478;CHEMBL13485;nM;3000.0;5.522878745280337;CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(Cl)cc23)c1C;414.182253784;3;3;3.8492400000000018;yes
3479;CHEMBL543661;nM;3000.0;5.522878745280337;Cl.COc1cc(Nc2ncnc3cc(OC)c(OC)cc23)cc(OC)c1;377.11423379999997;7;1;3.829600000000002;yes
3481;CHEMBL2064390;nM;3000.0;5.522878745280337;CC(C)Oc1cccc(Nc2ncnc3cc4OC(=O)N(CCCN5CCOCC5)c4cc23)c1;463.22195440800004;9;1;3.7908000000000026;yes
3482;CHEMBL204715;nM;3000.0;5.522878745280337;COc1ccc2CNc3c(Nc4cccc(Br)c4)ncnc3Oc2c1;398.03783782000005;6;2;4.709100000000003;yes
3483;CHEMBL2325109;nM;3010.0;5.521433504406157;NC(=S)N1N=C(CC1c2ccc3ccccc3c2)c4ccccc4;331.114318544;2;1;4.234500000000002;yes
3484;CHEMBL1242290;nM;3020.0;5.519993057042849;COc1ccc(cc1OC)c2nn(C(C)C)c3ncnc(N)c23;313.15387484800004;7;1;2.6736000000000004;yes
3485;CHEMBL1958023;nM;3030.0;5.518557371497695;Cc1ccc(cc1)C2CC(=NN2C3=NC(=O)CS3)c4ccccc4;335.109233164;4;0;3.775520000000003;yes
3486;CHEMBL3633939;nM;3050.0;5.515700160653214;Clc1cc(Nc2ncnc3ccc(NC=C(C#N)C#N)cc23)ccc1OCc4ccccn4;453.11048581200004;8;2;5.343760000000002;yes
3487;CHEMBL1272168;nM;3057.0;5.514704561273911;OC[C@H](Nc1ncnc2sc3CN(CCc3c12)C(=O)C=C)c4ccccc4;380.13069687999996;6;2;2.9075000000000015;yes
3488;CHEMBL2442327;nM;3060.0;5.514278573518419;COc1cc(O)c2C(=O)N(C=Cc2c1)c3cccc(c3)C#C;291.08954327600003;4;1;2.6862000000000004;yes
3489;CHEMBL1173454;nM;3060.0;5.514278573518419;Cc1ccc(cc1C)C2=NN(C(C2)c3ccc(cc3)[N+](=O)[O-])C(=S)N;354.115046816;4;1;3.606340000000001;yes
3490;CHEMBL564829;nM;3069.0;5.513003111568176;CNC(=O)c1nn(C)c2c3nc(Nc4ccc(cc4)N5CCN(C)CC5)ncc3CC(C)(C)c12;460.26990764400006;8;2;2.5658000000000003;yes
3491;CHEMBL1821866;nM;3080.0;5.511449283499554;COc1ccc(cc1)C2CC(=NN2c3nc(cs3)c4ccccc4)c5ccc(C)c(C)c5;439.17183342;5;0;6.791240000000006;yes
3492;CHEMBL3604922;nM;3100.0;5.508638306165726;CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(Oc4ccc(NC(=O)C=C)cc4)n2;434.217872072;8;3;2.9203200000000002;yes
3494;CHEMBL296582;nM;3100.0;5.508638306165726;Oc1cc2cnc(cc2cc1O)C(=O)NCc3ccccc3;294.100442308;4;3;2.5760000000000005;yes
3495;CHEMBL383444;nM;3100.0;5.508638306165726;COc1ccc2Oc3ncnc(Nc4cccc(Br)c4)c3NCc2c1;398.03783782000005;6;2;4.709100000000002;yes
3496;CHEMBL55994;nM;3100.0;5.508638306165726;Oc1ccc(\C=C(/C#N)\C(=O)c2cccs2)cc1O;271.030314148;5;2;2.9491800000000015;yes
3497;CHEMBL599728;nM;3110.0;5.507239610973163;CCCCCCCCCCOC(=O)COc1cc(O)c2C(=O)C=C(Oc2c1)c3ccccc3;452.21988874399995;6;1;6.228300000000007;yes
3498;CHEMBL1928712;nM;3130.0;5.504455662453552;Brc1ccc(CNc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cc1;481.97417071200005;4;2;6.510500000000003;yes
3501;CHEMBL3235200;nM;3170.0;5.49894073778225;Cc1ccc2nc(Oc3ccccc3)c(\C=N\NC(=O)Cn4c(C)ncc4[N+](=O)[O-])cc2c1;444.15460312;8;1;3.8989400000000014;yes
3502;CHEMBL519147;nM;3180.0;5.497572880015569;Nc1nc(Nc2ccc(Cl)cc2)c3cc(CCc4ccccc4)[nH]c3n1;363.125073256;4;3;4.722300000000002;yes
3504;CHEMBL47940;nM;3200.0;5.494850021680094;Nc1ncnc2c1c(cn2C3CCCC3)c4ccc(Oc5ccccc5)cc4;370.179361324;5;1;5.587900000000005;yes
3505;CHEMBL186747;nM;3200.0;5.494850021680094;COc1cc2ncnc(Nc3ccc(C)c(NC(=O)c4ccccc4)c3)c2cc1OC;414.16919056399996;6;2;4.9513200000000035;yes
3506;CHEMBL3133909;nM;3200.0;5.494850021680094;CCc1ccc(Nc2ncnc3ccc(NC(=O)C=C)cc23)cc1;318.148061196;4;2;4.0603000000000025;yes
3507;CHEMBL1958037;nM;3200.0;5.494850021680094;Brc1ccc(cc1)C2=NN(C(C2)c3ccccc3)C4=NC(=O)CS4;399.004095168;4;0;4.229600000000003;yes
3509;CHEMBL1221512;nM;3216.0;5.4926839599235855;CC[C@H](C)[C@@H](CO[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCS(=O)(=O)C)C(=O)OC(C)C)NC[C@@H](N)CS;559.27497816;9;4;1.746800000000003;yes
3510;CHEMBL3740131;nM;3220.0;5.492144128304169;CCOC(=O)c1nn(cc1C(=O)c2c(C)[nH]c(c3ccccc3)c2c4ccccc4)c5ccccc5;475.18959166;5;1;6.250520000000005;yes
3511;CHEMBL1928707;nM;3220.0;5.492144128304169;Oc1ccccc1CNc2ccc3ncnc(Nc4cccc(Br)c4)c3c2;420.0585732640001;5;3;5.4536000000000024;yes
3512;CHEMBL1173651;nM;3240.0;5.489454989793388;Cc1ncc([N+](=O)[O-])n1CCOC(=O)\C=C\c2ccc(Br)cc2;379.01676802800006;6;0;3.1188200000000013;yes
3513;CHEMBL184311;nM;3250.0;5.4881166390211265;Cc1ccc2c(Nc3ccc(F)c(Cl)c3)ncnn12;276.05780222;4;1;3.5738200000000013;yes
3514;CHEMBL3263379;nM;3250.0;5.4881166390211265;Cc1ccc(cc1)C2=NN(C(C2)c3ccc4ccccc4c3)C5=NC(=O)CS5;385.124883228;4;0;4.928720000000005;yes
3515;CHEMBL592707;nM;3260.0;5.4867823999320615;Cc1ccc(\C=N\NC2=NC(=O)CS2)cc1;233.062282972;4;1;1.5479199999999997;yes
3516;CHEMBL1945446;nM;3270.0;5.485452247339714;Fc1ccc(cc1)S(=O)(=O)NC(=O)c2cncc(Br)c2;357.942303436;4;1;2.1018999999999997;yes
3517;CHEMBL1016;nM;3276.9;5.484536811626732;CCOc1nc2cccc(C(=O)O)c2n1Cc3ccc(cc3)c4ccccc4c5nnn[nH]5;440.15968850000013;7;2;4.028600000000002;yes
3518;CHEMBL2325110;nM;3280.0;5.484126156288321;NC(=S)N1N=C(CC1c2ccc3ccccc3c2)c4ccc(F)cc4;349.104896732;2;1;4.373600000000002;yes
3520;CHEMBL103860;nM;3300.0;5.481486060122112;OC(=O)c1cc(CCc2cc(O)ccc2O)ccc1O;274.084123548;4;4;2.286800000000001;yes
3523;CHEMBL242740;nM;3300.0;5.481486060122112;COc1c(O)cc2OC=C(C(=O)c2c1O)c3ccc(O)cc3;300.063388104;6;3;2.5854;yes
3524;CHEMBL469996;nM;3300.0;5.481486060122112;NS(=O)(=O)c1ccc(Nc2nc3ncnc(Nc4ccc(N5CCOCC5)c(Cl)c4)c3s2)cc1;517.07575718;10;3;3.710900000000003;yes
3526;CHEMBL461140;nM;3300.0;5.481486060122112;CN(C)CCOc1ccc(\C=C\c2cc(ccn2)c3cc4C(=O)NC=Nc4[nH]3)cc1;401.18517497600004;5;2;3.4240000000000013;yes
3527;CHEMBL1240553;nM;3300.0;5.481486060122112;COc1ccc(cc1OC)c2nn(C3CCCC3)c4ncnc(N)c24;339.16952491200004;7;1;3.2078000000000007;yes
3528;CHEMBL2047020;nM;3310.0;5.480172006224282;ONC(=O)CCCCCC(=O)Nc1ccc(O)c(c1)C(=O)Nc2cccc(c2)C#C;409.163770836;5;5;3.020200000000001;yes
3530;CHEMBL1958019;nM;3380.0;5.471083299722345;O=C1CSC(=N1)N2N=C(CC2c3ccccc3)c4ccccc4;321.0935831;4;0;3.467100000000002;yes
3531;CHEMBL3233765;nM;3399.0;5.468648835416942;CN1CCN(CC(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3s2)CC1;434.10918616000004;7;2;3.4133000000000013;yes
3532;CHEMBL477197;nM;3400.0;5.468521082957745;Oc1cc2C[C@@]3(O)COc4c(O)c(O)ccc4[C@H]3c2cc1O;302.079038168;6;5;1.3204999999999998;yes
3533;CHEMBL3133894;nM;3400.0;5.468521082957745;C=CC(=O)Nc1ccc2ncnc(NC3CCCCC3)c2c1;296.16371126;4;2;3.4989000000000026;yes
3534;CHEMBL482489;nM;3400.0;5.468521082957745;Nc1nc(Nc2cccc(Br)c2)c3cc(CCc4ccccc4Cl)[nH]c3n1;441.03558532400007;4;3;5.484800000000002;yes
3535;CHEMBL169467;nM;3400.0;5.468521082957745;COc1ccc(CC(CO)n2cc(c3cccc(O)c3)c4c(N)ncnc24)cc1;390.1691905640001;7;3;3.1708000000000007;yes
3536;CHEMBL176702;nM;3400.0;5.468521082957745;Nc1ncnc2c1c(cn2c3cccc(CNCCO)c3)c4ccccc4;359.174610292;6;3;2.7516000000000007;yes
3537;CHEMBL2424795;nM;3400.0;5.468521082957745;Clc1cccc(Nc2ncnc3ccc(NCc4cccs4)cc23)c1;366.07059516;5;2;5.700400000000002;yes
3538;CHEMBL378145;nM;3400.0;5.468521082957745;Clc1ccc2Oc3ncnc(Nc4cccc(Br)c4)c3NCc2c1;401.98830078400005;5;2;5.353900000000002;yes
3539;CHEMBL203219;nM;3400.0;5.468521082957745;Brc1cccc(Nc2ncnc3Oc4ccccc4CNc23)c1;368.027273136;5;2;4.700500000000003;yes
3540;CHEMBL1828861;nM;3430.0;5.464705879957229;Cc1ccc(cc1)S(=O)(=O)NC(=O)Cn2c(C)ncc2[N+](=O)[O-];338.068490548;7;1;0.91324;yes
3541;CHEMBL3739586;nM;3450.0;5.4621809049267265;Cc1ccc(cc1)n2cc3c(nnc(O)c3n2)c4c[nH]c(c5ccccc5)c4c6ccccc6;443.174610292;5;2;6.158620000000005;yes
3542;CHEMBL1812570;nM;3450.0;5.4621809049267265;[O-][N+](=O)c1ccc(\C=C\C(=O)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)cc1;445.094167052;6;2;5.586900000000003;yes
3543;CHEMBL604785;nM;3460.0;5.460923901207224;Cc1cccc(CN(Cc2ccc(O)cc2)C(=S)Nc3ccccc3)c1O;378.14019894399996;3;3;4.805420000000003;yes
3544;CHEMBL334255;nM;3472.0;5.459420283495545;[Br-].CCCCCCCCCCCCCCCC[n+]1ccccc1;383.218762316;0;0;3.4594000000000005;yes
3545;CHEMBL480356;nM;3480.0;5.458420756053419;Cc1[nH]c(\C=C\2/C(=O)Nc3ccc(cc23)C(=O)NNc4ccccc4)c(C)c1CCC(=O)O;444.17975524799994;4;5;3.898340000000003;yes
3546;CHEMBL1812564;nM;3490.0;5.45717457304082;Clc1cccc(Nc2ncnc3ccc(NC(=O)\C=C\c4ccc(Br)cc4)cc23)c1;478.019600912;4;2;6.441200000000003;yes
3547;CHEMBL1958021;nM;3490.0;5.45717457304082;Clc1ccc(cc1)C2CC(=NN2C3=NC(=O)CS3)c4ccccc4;355.054610748;4;0;4.1205000000000025;yes
3548;CHEMBL1504817;nM;3500.0;5.455931955649724;Fc1ccc(cc1Cl)N2NC(=O)\C(=C\c3cccc(OC(=O)c4cccs4)c3)\C2=O;442.01903376399997;5;1;4.221200000000001;yes
3549;CHEMBL2385970;nM;3500.0;5.455931955649724;CN(C)C\C=C\C(=O)Nc1ccc(cc1)c2cncc(C#N)c2Nc3ccc(F)c(Cl)c3;449.14186619200007;5;2;5.212680000000004;yes
3550;CHEMBL2426281;nM;3500.0;5.455931955649724;Clc1cnc(Nc2cccc(NC(=O)C=C)c2)nc1c3c[nH]c4ccccc34;389.104337812;4;3;5.1464000000000025;yes
3553;CHEMBL334915;nM;3500.0;5.455931955649724;Cn1c([Se][Se]c2c(C(=O)O)c3ccccc3n2C)c(C(=O)O)c4ccccc14;507.94404959199994;4;2;1.3405999999999996;yes
3554;CHEMBL1272275;nM;3503.0;5.455559862682307;OC[C@@H](Nc1ncnc2sc3CN(CCc3c12)C(=O)\C=C\c4ccccc4)c5ccccc5;456.16199700799996;6;2;4.434900000000003;yes
3555;CHEMBL2442319;nM;3510.0;5.454692883534176;COc1cc(OC)c2C(=O)N(C=Cc2c1)c3cccc(c3)C#C;305.10519334;4;0;2.989200000000002;yes
3556;CHEMBL3426225;nM;3518.0;5.453704164878557;CCn1nc(C#Cc2cc(ccc2C)C(=O)Nc3ccc(CN4CCN(C)CC4)c(c3)C(F)(F)F)c5c(N)ncnc15;576.2572922720001;8;2;4.155120000000003;yes
3557;CHEMBL2047018;nM;3530.0;5.452225294612178;ONC(=O)CCCCCC(=O)Nc1ccc(O)c(c1)C(=O)Nc2ccc(F)c(Cl)c2;437.115376672;5;5;3.8314000000000012;yes
3558;CHEMBL1928716;nM;3540.0;5.450996737974212;Oc1ccccc1CNc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2;376.10908884400004;5;3;5.344500000000003;yes
3559;CHEMBL83;nM;3553.0;5.449404792510672;CC\C(=C(/c1ccccc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3;371.224914548;2;0;5.9961000000000055;yes
3561;CHEMBL17157;nM;3566.0;5.447818661160665;CC(C)(C)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4;471.313729552;3;2;6.445800000000007;yes
3562;CHEMBL597708;nM;3580.0;5.446116973356125;CCCCCCCCCNC(=O)COc1cc(O)c2C(=O)C=C(Oc2c1)c3ccccc3;437.22022309199997;5;2;5.411200000000006;yes
3563;CHEMBL1762110;nM;3580.0;5.446116973356125;CC(=O)NC[C@@H]1CC[C@H](CC1)c2nc(c3cc4ccccc4[nH]3)c5c(N)nccn25;402.21680945200006;5;3;3.8697000000000017;yes
3564;CHEMBL2424794;nM;3600.0;5.443697499232711;Clc1cccc(Nc2ncnc3ccc(NC(=O)\C=C\c4cccnc4Cl)cc23)c1;435.06536546;5;2;5.727100000000002;yes
3566;CHEMBL3740923;nM;3600.0;5.443697499232711;Oc1nnc(c2c[nH]c(c3ccccc3)c2c4ccccc4)c5cn(nc15)c6ccccc6;429.15896022800007;5;2;5.8502000000000045;yes
3568;CHEMBL3604941;nM;3600.0;5.443697499232711;CC(=O)N1CCN(CC1)c2cc(Nc3n[nH]c4ccccc34)nc(Oc5cccc(NC(=O)C=C)c5)n2;498.212786692;8;3;3.6818000000000017;yes
3569;CHEMBL1812561;nM;3610.0;5.442492798094341;Clc1cccc(Nc2ncnc3ccc(NC(=O)\C=C\c4ccccc4)cc23)c1;400.109088844;4;2;5.678700000000003;yes
3570;CHEMBL1172803;nM;3620.0;5.441291429466834;Cc1ncc([N+](=O)[O-])n1CCOC(=O)\C=C\c2ccc(Cl)cc2;335.067283608;6;0;3.0097200000000015;yes
3571;CHEMBL1242751;nM;3660.0;5.436518914605589;COc1cccc(c1OC)c2nn(C(C)C)c3ncnc(N)c23;313.15387484800004;7;1;2.6736000000000004;yes
3572;CHEMBL3741960;nM;3670.0;5.435333935747911;Cc1c([nH]c(c2ccccc2)c1c3ccccc3)C(=O)c4coc5ccc(O)cc45;393.13649346799997;3;2;6.339920000000005;yes
3573;CHEMBL2070195;nM;3680.0;5.434152181326481;Brc1cccc(Nc2ncnc3ccc(NC(=O)C4COc5ccccc5O4)cc23)c1;476.04840250399997;6;2;4.914400000000001;yes
3574;CHEMBL206197;nM;3700.0;5.431798275933005;Nc1ccc2Oc3ncnc(Nc4ccc(F)c(Cl)c4)c3NCc2c1;357.079265936;6;3;4.312700000000002;yes
3575;CHEMBL104466;nM;3700.0;5.431798275933005;COc1cc2ncc(N[C@@H]3CC[C@@H](O)CC3)nc2cc1OC;303.158291532;6;2;2.3624;yes
3576;CHEMBL3604915;nM;3700.0;5.431798275933005;CCC(=O)Nc1cccc(c1)c2nc(Nc3cc[nH]n3)c4ccccc4n2;358.154209196;5;3;4.112000000000001;yes
3577;CHEMBL2064399;nM;3700.0;5.431798275933005;C[C@H](Nc1ncnc2cc3OC(=O)N(CCCN4CCOCC4)c3cc12)c5ccccc5;433.211389724;8;1;3.4331000000000023;yes
3578;CHEMBL3133896;nM;3710.0;5.430626090384954;Fc1cc(Br)ccc1Nc2ncnc3sc4CN(CCc4c23)C(=O)C=C;432.00557238799996;5;1;4.407200000000002;yes
3579;CHEMBL1242110;nM;3720.0;5.429457060118103;CC(C)n1nc(c2cccc(O)c2F)c3c(N)ncnc13;287.118238288;6;2;2.501099999999999;yes
3580;CHEMBL1830263;nM;3740.0;5.427128397799518;NC(=S)N\N=C(\C=C\c1cccc(c1)[N+](=O)[O-])/c2ccccc2;326.08374668799996;4;2;2.8455000000000013;yes
3581;CHEMBL287022;nM;3762.4;5.424535034261977;CC#CC(=O)Nc1cnc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1;379.063615872;5;2;3.9993800000000013;yes
3585;CHEMBL332497;nM;3830.0;5.416801226031377;COc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)\C=C\CN4CCOCC4;521.106251728;7;2;4.448080000000003;yes
3586;CHEMBL1821868;nM;3850.0;5.414539270491499;Cc1ccc(cc1C)C2=NN(C(C2)c3ccc(cc3)[N+](=O)[O-])c4nc(cs4)c5ccccc5;454.14634694399996;6;0;6.690840000000005;yes
3587;CHEMBL1241485;nM;3850.0;5.414539270491499;COc1cc(ccc1N)c2nn(C(C)C)c3ncnc(N)c23;298.154209196;7;2;2.2472000000000003;yes
3589;CHEMBL1241483;nM;3860.0;5.413412695328245;COc1cc(ccc1F)c2nn(C(C)C)c3ncnc(N)c23;301.13388835200004;6;1;2.8041;yes
3590;CHEMBL1173794;nM;3870.0;5.412289034981089;Cc1ccc(cc1C)C2=NN(C(C2)c3ccccc3Cl)C(=S)N;343.09099625600004;2;1;4.3515400000000035;yes
3591;CHEMBL1170278;nM;3880.0;5.411168274405791;Cc1ncc([N+](=O)[O-])n1CCOC(=O)\C=C\c2cccc3ccccc23;351.12190602400005;6;0;3.509520000000003;yes
3592;CHEMBL3416614;nM;3883.0;5.410832609453952;Brc1cc2c(NCc3ccncc3)ncnc2s1;319.9731293880001;5;1;3.4609000000000005;yes
3593;CHEMBL3740582;nM;3890.0;5.410050398674293;Cc1nnc(c2c(C)[nH]c(c3ccccc3)c2c4ccccc4)c5cn(nc15)c6ccccc6;441.1953457360001;4;1;6.761440000000006;yes
3594;CHEMBL2316154;nM;3900.0;5.4089353929735005;COc1cc(OC)cc(\C=C\2/CCC\C(=C/c3ccc(cc3)N(C)C)\C2=O)c1;377.199093724;4;0;4.989800000000005;yes
3595;CHEMBL541307;nM;3900.0;5.4089353929735005;Cl.CN(C)CC(CNNC(=O)N)C(=O)c1ccc(OCc2ccccc2)cc1;406.177168404;5;3;2.2207999999999997;yes
3596;CHEMBL3221542;nM;3900.0;5.4089353929735005;Cl.CCCOc1cc2ncnc(Nc3ccc(NC(=O)OCC)c(C)c3)c2cc1OC;446.1720830239999;7;2;5.469420000000004;yes
3597;CHEMBL3604927;nM;3900.0;5.4089353929735005;CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(Oc4cccc(c4)[N+](=O)[O-])n2;410.18148656399995;9;2;2.7040200000000008;yes
3598;CHEMBL3234740;nM;3900.0;5.4089353929735005;CN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(NC(=O)c4cnccn4)c3)cc2C(F)(F)F)CC1;512.2147587640001;6;2;4.055820000000002;yes
3599;CHEMBL1365395;nM;3920.0;5.406713932979542;Cc1ccc2c(C)nc(Nc3nc(O)cc(CSc4nnnn4c5ccccc5)n3)nc2c1;457.14332722800015;11;2;3.7538400000000003;yes
3600;CHEMBL3133895;nM;3950.0;5.4034029043735385;Cc1cccc(Nc2ncnc3sc4CN(CCc4c23)C(=O)C=C)c1F;368.110710384;5;1;3.953120000000003;yes
