"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL1996817";"";"0";"267.33";"0";"3.80";"SID103904502";"CCCCOc1ncnc2[nH]cc(-c3ccccc3)c12";"Ki";"'>'";"794.33";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL271381";"";"0";"453.30";"1";"5.49";"SID103904335";"COc1ccc(-c2ccc(NC(=O)Nc3cccc(Br)c3)cc2)c2c(N)noc12";"Ki";"'='";"125.89";"nM";"6.90";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1991640";"";"0";"399.42";"0";"4.13";"SID103905583";"O=c1[nH]sc2c1c(=O)c1cc(F)c(NCc3ccccc3)c(F)c1n2C1CC1";"Ki";"'='";"3981.07";"nM";"5.40";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1982711";"";"0";"271.71";"0";"2.98";"SID103904191";"NC(=O)c1ccc(-c2c[nH]c3nccc(Cl)c23)cc1";"Ki";"'>'";"1584.89";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1986186";"";"0";"273.34";"0";"2.27";"SID103904939";"CC(Nc1c(Nc2ccncc2)c(=O)c1=O)C(C)(C)C";"Ki";"'>'";"5011.87";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1970104";"";"0";"290.37";"0";"4.40";"SID103904906";"CC(C)(C)c1ccc2nc(-c3n[nH]c4ccccc34)[nH]c2c1";"Ki";"'='";"125.89";"nM";"6.90";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1991410";"";"0";"384.77";"0";"4.81";"SID103904253";"O=C(Nc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1)c1c(F)cccc1F";"Ki";"'>'";"1584.89";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL546797";"";"0";"277.29";"0";"2.67";"SID103904925";"ON=C(c1nc2ccccc2[nH]1)c1nc2ccccc2[nH]1";"Ki";"'='";"1258.93";"nM";"5.90";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL50894";"ALSTERPAULLONE";"0";"293.28";"0";"3.24";"SID103905621";"O=C1Cc2c([nH]c3ccc([N+](=O)[O-])cc23)-c2ccccc2N1";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1972355";"";"0";"322.32";"0";"3.36";"SID103905604";"COc1c(-c2nc3ccccc3[nH]2)c(O)cc2oc(C)cc(=O)c12";"Ki";"'='";"251.19";"nM";"6.60";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1614705";"";"0";"415.86";"0";"3.02";"SID103905593";"O=C(CO)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3F)c2-c2ccncn2)CC1";"Ki";"'>'";"3981.07";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1682341";"";"0";"275.31";"0";"2.73";"SID103904526";"c1ccc(Cc2cn(-c3ccc4[nH]ncc4c3)nn2)cc1";"Ki";"'='";"1258.93";"nM";"5.90";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL550418";"";"0";"348.36";"0";"4.08";"SID103904708";"COc1cc(-c2ccc3c(c2)Nc2c(O)cccc2NC3=O)ccc1O";"Ki";"'>'";"1584.89";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1985566";"";"0";"560.65";"2";"6.20";"SID103904722";"COc1cc(-c2ccc3c(c2)Nc2ccc(CCOc4ccc(N5CCOCC5)cc4)cc2NC3=O)ccc1CC#N";"Ki";"'='";"3981.07";"nM";"5.40";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1976240";"";"0";"347.42";"0";"3.19";"SID103904556";"COc1cccc(C(CN)NC(=O)c2ccc(-c3ccncc3)cc2)c1";"Ki";"'>'";"1584.89";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL483158";"ALISERTIB";"3";"518.93";"2";"5.75";"SID103905632";"COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)O";"Ki";"'='";"0.5012";"nM";"9.30";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1870106";"";"0";"342.36";"0";"0.26";"SID103905669";"CCn1c(-c2nonc2N)nc2cncc(C(=O)N3CCC(N)C3)c21";"Ki";"'>'";"1584.89";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1986684";"";"0";"232.29";"0";"1.43";"SID103905461";"Cc1cc(C(N)=O)n2nc(C(C)(C)C)cc2n1";"Ki";"'='";"50118.72";"nM";"4.30";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL275224";"NORHARMANE";"0";"168.20";"0";"2.72";"SID103905530";"c1ccc2c(c1)[nH]c1cnccc12";"Ki";"'='";"15848.93";"nM";"4.80";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1682359";"";"0";"227.27";"0";"3.17";"SID103904543";"CCCc1cc(-c2ccc3[nH]ncc3c2)on1";"Ki";"'='";"3981.07";"nM";"5.40";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL296468";"BMS-387032";"1";"380.54";"0";"3.66";"SID103905658";"CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1";"Ki";"'>'";"1584.89";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1990212";"";"0";"381.82";"0";"4.21";"SID103904923";"COc1cc(OC)c(Nc2ccc3nnc(-c4ccccc4)n3n2)cc1Cl";"Ki";"'>'";"6309.57";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL52387";"(RS)-ROSCOVITINE";"0";"354.46";"0";"3.20";"SID103905125";"CCC(CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1";"Ki";"'>'";"3981.07";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL2002726";"";"0";"358.45";"0";"3.88";"SID103904468";"Cc1n[nH]c2ccc(-c3cncc(OCC(N)Cc4ccccc4)c3)cc12";"Ki";"'='";"5011.87";"nM";"5.30";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL2005631";"";"0";"449.51";"0";"5.00";"SID103904310";"CNC(=O)c1cnc(N)c2c(-c3ccc(NC(=O)Nc4cc(C)ccc4F)cc3)csc12";"Ki";"'='";"6.31";"nM";"8.20";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1981047";"";"0";"474.57";"0";"2.64";"SID103905608";"COC(C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1";"Ki";"'='";"7.943";"nM";"8.10";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1977652";"";"0";"302.36";"0";"2.66";"SID103905014";"CCS(=O)(=O)Nc1ccc2c(c1)C(=NO)c1ccccc1-2";"Ki";"'='";"630.96";"nM";"6.20";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1980376";"";"0";"224.26";"0";"3.39";"SID103905008";"Cc1cccc(-c2cccc3onc(N)c23)c1";"Ki";"'>'";"63095.73";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1987535";"";"0";"352.46";"0";"3.67";"SID103904682";"O=C(NCCc1cccs1)N1CC=C(c2c[nH]c3ncccc23)CC1";"Ki";"'>'";"1584.89";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL143703";"";"0";"213.24";"0";"2.73";"SID103904386";"O=C(Nc1ccccc1)Nc1ccccn1";"Ki";"'>'";"63095.73";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1973808";"";"0";"271.71";"0";"3.47";"SID103904664";"O=C(Nc1ccc2[nH]ncc2c1)c1ccc(Cl)cc1";"Ki";"'>'";"1584.89";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL21156";"";"0";"309.34";"0";"3.99";"SID103905610";"CC(C)(C)c1nc2c3ccc(F)cc3c3c(=O)[nH]ccc3c2[nH]1";"Ki";"'>'";"1584.89";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1994724";"";"0";"338.43";"0";"4.31";"SID103904919";"COc1cccc(C(C)NC(=O)c2ccc(-c3ccncc3)s2)c1";"Ki";"'='";"199.53";"nM";"6.70";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1973348";"";"0";"497.00";"1";"5.65";"SID103904501";"Nc1ccc(-c2cncc(OCC(N)Cc3c[nH]c4ccccc34)c2)cc1C(=O)c1cccc(Cl)c1";"Ki";"'>'";"3981.07";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1682540";"";"0";"235.25";"0";"2.27";"SID103904528";"c1cnc2nc(-c3ccc4[nH]ncc4c3)cn2c1";"Ki";"'>'";"1584.89";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1994864";"";"0";"293.33";"0";"2.34";"SID103904955";"Cc1ccc(CNc2c(Nc3ccncc3)c(=O)c2=O)cc1";"Ki";"'>'";"1584.89";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1973961";"";"0";"491.54";"0";"4.44";"SID103905027";"COc1cc(N2CCN(C)CC2)ccc1C(=O)Nc1n[nH]c2ccc(Cc3cc(F)cc(F)c3)cc12";"Ki";"'>'";"1584.89";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL4295011";"";"0";"188.19";"0";"0.41";"10";"Nc1cc(-c2cncnc2)c[nH]c1=O";"Ki";"'='";"89600.0";"nM";"4.05";"";"";"UO_0000065";"21.51";"0.39";"3.64";"4.78";"False";"CHEMBL4256642";"Inhibition of full length N-terminal His-tagged Aurora A (unknown origin) using fluorescence-labeled FL-Peptide 21 as substrate after 60 mins in presence of ATP by fluorescence assay based Cheng-Prusoff equation analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4251747";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None"
"CHEMBL1969264";"";"0";"318.38";"0";"3.79";"SID103905515";"CC(C)(C)NC(=O)c1ccc2nc3[nH]c4ccccc4c3nc2c1";"Ki";"'='";"1995.26";"nM";"5.70";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1983534";"";"0";"317.42";"0";"4.97";"SID103904564";"c1ccc(CNc2nc3ccc(-c4ccncc4)cc3s2)cc1";"Ki";"'>'";"1584.89";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL3903916";"";"0";"366.40";"0";"3.67";"3b";"Cc1cc(Nc2cc(C)c(C#N)c(NCCOc3ccccc3F)n2)n[nH]1";"Ki";"'<'";"1.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3871905";"Inhibition of recombinant Aurora A kinase derived from human Hela cells using kemptide as substrate in presence of [c-32P]ATP";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3871290";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"CHEMBL3308376"
"CHEMBL3922893";"";"0";"349.40";"0";"2.92";"3e";"Cc1cc(Nc2cc(C)c(C#N)c(NCCOc3ccccn3)n2)n[nH]1";"Ki";"'='";"6.0";"nM";"8.22";"";"";"UO_0000065";"23.53";"0.43";"5.30";"7.37";"False";"CHEMBL3871905";"Inhibition of recombinant Aurora A kinase derived from human Hela cells using kemptide as substrate in presence of [c-32P]ATP";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3871290";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"CHEMBL3308376"
"CHEMBL572878";"TOZASERTIB";"2";"464.60";"0";"3.50";"VX-680";"Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1";"Ki";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"18.72";"0.36";"5.20";"8.52";"False";"CHEMBL3871905";"Inhibition of recombinant Aurora A kinase derived from human Hela cells using kemptide as substrate in presence of [c-32P]ATP";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3871290";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"CHEMBL3308376"
"CHEMBL3912923";"";"0";"349.40";"0";"2.92";"3d";"Cc1cc(Nc2cc(C)c(C#N)c(NCCOc3cccnc3)n2)n[nH]1";"Ki";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"24.90";"0.46";"5.78";"7.80";"False";"CHEMBL3871905";"Inhibition of recombinant Aurora A kinase derived from human Hela cells using kemptide as substrate in presence of [c-32P]ATP";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3871290";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"CHEMBL3308376"
