,chembl_id,IC50,units,canonical_smiles,pIC50
2130,CHEMBL271408,3.5480001,nM,N(CCCn1cncc1)c1c(Nc2ncnc3c2cncc3)cccc1C,8.450016
2649,CHEMBL39337,0.43650001,nM,Brc1cc(Nc2ncnc3c2cc2c([nH]nc2)c3)ccc1,9.3600159
526,CHEMBL263788,790,nM,Brc1cc(Nc2c(C#N)cnc3c2cc(NC(=O)/C=C/C[NH+](C)C)c(OC)c3)ccc1,6.1023731
5476,CHEMBL3747277,7370,nM,Clc1ccc(C2=NN(C(=O)C)C(c3ccc(C(=O)OCCn4c(C)ncc4[N+](=O)[O-])cc3)C2)cc1,5.1325326
2614,CHEMBL455174,1.202,nM,Brc1cc(Nc2ncnc3c2cc(CC(=O)/C=C/C(=O)C)cc3)ccc1,8.9200954
5800,CHEMBL3964380,86,nM,O=C(Nc1c(OC)cc2ncnc(Nc3cc4c(n(Cc5occc5)cc4)cc3)c2c1)CC,7.0655017
2509,CHEMBL491686,1900,nM,N(c1n[nH]c(C)c1)c1nc(Nc2cc(-c3sc4c(n3)cccc4)ccc2)ncc1,5.7212462
3803,CHEMBL280998,26043,nM,Oc1c(O)cccc1,4.5843091
4705,CHEMBL3133754,2350,nM,O=C(Nc1cc(Nc2ncnc3c2cc(OCCC[NH+]2CCOCC2)c(OC)c3)ccc1)Nc1cc(C)ccc1,5.628932
5106,CHEMBL3416598,275,nM,O(C)c1c(-c2sc3ncnc(NCc4cnccc4)c3c2)cccc1,6.5606675
4672,CHEMBL3098318,34600,nM,Clc1nc(Nc2ccc(S(=O)(=O)N)cc2)c2c(n1)cc1OCOc1c2,4.4609237
4481,CHEMBL2385984,5000,nM,Clc1c(F)ccc(NC(=O)c2c([N+](=O)[O-])cc(OCC)c(NC(=O)c3ccc(CN4CC[NH+](C)CC4)cc3)c2)c1,5.3010302
2770,CHEMBL507714,57,nM,S(=O)(=O)(C)N1CCN(C2CCN(c3cc(OC)c(Nc4nc(-c5c(-c6cc(C(=O)Nc7c(F)cccc7F)ccc6)nc6n5C=CC=C6)ccn4)cc3)CC2)CC1,7.2441254
2539,CHEMBL484119,2.3,/uM,O=[N+]([O-])c1n(C[C@@H](OC(=O)c2ccc(NC=C3C(=O)C=CC3=O)cc2)COC)ccn1,8.6382723
3326,CHEMBL1241582,100000,nM,OCc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1,4
1986,CHEMBL428046,83,nM,Fc1cc(Cn2ncc3c2ccc(NC2=NC=Nn4c2c(COC[C@@H]2OCC[NH2+]C2)cc4)c3)ccc1,7.0809221
4417,CHEMBL2332119,2600,nM,O=C(N)C=1C(=O)C(Nc2c(O)cccc2)=CC(=O)C=1N,5.5850267
6228,CHEMBL3671554,26,nM,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCCNCC(=O)C)c3)cc1,7.5850267
3976,CHEMBL1946843,25900,nM,BrC=1C(=O)C(=CNNc2nc(N(C)C)nc(Nc3ccc(F)cc3)n2)C=C(Br)C=1[O-],4.5867004
3049,CHEMBL601828,1120,nM,Brc1c(O)c(CN(C(=O)Nc2ccccc2)Cc2ccc(O)cc2)cc(Br)c1,5.9507818
1064,CHEMBL117710,756,nM,Brc1cc(Oc2ncnc3c2cccc3)ccc1,6.1214781
4650,CHEMBL3092320,1581,nM,Clc1c(F)ccc(Nc2ncnc3c2cc(NC(=O)N2CC(F)(F)CC2)c(O[C@@H]2COCC2)c3)c1,5.8010683
4615,CHEMBL2435999,90.050003,nM,Fc1c(Oc2c3c(ncc2)cc(OCCCN2CC[NH+](C)CC2)c(OC)c3)ccc(NC(=O)c2nccc(-c3ccc(C)cc3)c2)c1,7.0455165
2883,CHEMBL596059,63,nM,O(C)c1c(Nc2ncnc3c2cc(OC)c(OC)c3)ccc(-c2sc3c(n2)cccc3)c1,7.2006593
2426,CHEMBL461311,76,nM,Clc1c(OCc2ccccc2)ccc(Nc2c(C=O)c(N)ncn2)c1,7.1191864
3687,CHEMBL1821863,2360,nM,Clc1ccc(C2N(c3scc(-c4ccccc4)n3)N=C(c3cc(C)c(C)cc3)C2)cc1,5.6270881
5562,CHEMBL3760071,4,nM,O=C(OC)c1cc(OC)c(c(OC)c1)-c1sc2ncnc(N[C@H](C)c3ccccc3)c2c1,8.3979397
78,CHEMBL137617,39,nM,Brc1cc(Nc2ncnc3c2cc(NN=NC)cc3)ccc1,7.4089355
6712,CHEMBL4088760,35.400002,nM,Brc1cc(Nc2ncnc3c2cc(NC(=S)Nc2ccc(Br)cc2)cc3)ccc1,7.4509969
4908,CHEMBL3263969,1907,nM,S(=O)([O-])(=Nc1cc(F)c(Oc2c3c(ncc2)cc(OCCCN2CC[NH+](C)CC2)c(OC)c3)cc1)c1cc(-c2occc2)ccc1,5.7196493
6112,CHEMBL3904450,1000,nM,S(=O)(=O)(C)N1CCN(c2cc(OC)c(Nc3nc(-c4c(-c5cc(C(=O)Nc6c(F)cccc6F)ccc5)nc5n4C=CC=C5)ccn3)cc2)CC1,6
5980,CHEMBL3902778,3.5999999,nM,Clc1c(OCc2sccn2)ccc(Nc2ncnc3c2cc(-c2nnn(CCCCCCC(=O)NO)c2)cc3)c1,8.4436979
6383,CHEMBL3678957,5,nM,FC(F)(F)c1ccc(Nc2n(C(C)C)c3nc(Nc4ccc(N5CC[NH+](C)CC5)cc4)ncc3n2)cc1,8.3010302
5898,CHEMBL3896779,8,nM,O=C(Nc1ncc2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2c1)/C=C/C[NH+]1CCCC1,8.0969105
1416,CHEMBL332612,5,nM,Clc1cc(Nc2ncnc3[nH]nc(Nc4ccc(N)cc4)c23)ccc1,8.3010302
1781,CHEMBL381080,50,nM,Clc1c(OCc2cc(F)ccc2)ccc(Nc2c(C#Cc3cc(NC(=O)CCS(=O)(=O)C)ccc3)cncn2)c1,7.3010302
1269,CHEMBL65038,15,nM,Brc1cc(Nc2ncnc3c2cc([N+](=O)[O-])c(OC)c3)ccc1,7.8239088
3249,CHEMBL1243283,1.8099999,nM,Clc1c(F)ccc(Nc2c(C#N)cnc3c2cc(NC(=O)/C=C/C[NH2+]Cc2nnn(CCF)c2)c(OCC)c3)c1,8.742321
4096,CHEMBL2031302,0.18000001,nM,Clc1c(F)ccc(Nc2ncnc3c2cc(NC(=O)C=C)c(OCC)c3)c1,9.7447271
1594,CHEMBL186001,200,nM,Oc1c(C)ccc(NC2=NC=Nn3c2c(C)c(C)c3)c1,6.6989698
4345,CHEMBL2315699,148,ug.mL-1,O=C([O-])[C@H](N=C1C(=O)C(C/C=C(/CC[C@]2(C)[C@H](C)C(C)=CCC2)\C)=C([O-])C(=O)C1)C(C)C,6.8297381
4371,CHEMBL2325087,660,nM,Clc1c(Cl)ccc(C2=NN(C(=S)N)C(c3cc4c(cc3)cccc4)C2)c1,6.1804562
2101,CHEMBL249919,14.1,nM,Clc1c(F)ccc(Nc2ncnc3c2cc(C#CCO)cc3)c1,7.850781
6275,CHEMBL3676351,10000,nM,Brc1c(C(=O)NOC)cc(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCNC(=O)C)c3)c(F)c1,5
6149,CHEMBL3671477,26,nM,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCC2CCN(C(=O)CS(=O)(=O)C)CC2)c3)cc1,7.5850267
3651,CHEMBL325156,4786.2998,nM,Clc1c(F)ccc(Nc2c(C#N)cnc3c2cc(NC(=O)/C=C/C([NH+](CC)CC)C)c(OC)c3)c1,5.3200002
2080,CHEMBL249927,97,nM,Clc1c(OCc2ncccc2)ccc(Nc2ncnc3c2c(OC[C@@H]2N(C(=O)CO)CCC2)ccc3)c1,7.0132284
5472,CHEMBL3747079,9580,nM,O=[N+]([O-])c1n(CCOC(=O)c2ccc(C3N(C(=O)C)N=C(c4ccccc4)C3)cc2)c(C)nc1,5.0186343
2709,CHEMBL461795,6,nM,Clc1c(F)ccc(Nc2ncnc3c2cc(CN2C[C@H](C(=O)N)CC2)c(OC)c3)c1,8.2218485
6269,CHEMBL3676345,19,nM,Brc1c(F)c(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCNC(=O)CC[NH+](CC)CC)c3)cc1,7.7212462
3849,CHEMBL1914658,8,nM,Fc1c([C@H](Nc2ncnc3[nH]c(-c4ccc(O)cc4)cc23)C)cccc1,8.0969105
2515,CHEMBL462162,720,nM,O(C)c1c(-c2sc3c(n2)cccc3)ccc(Nc2ncnc3[nH]ccc23)c1,6.1426673
1320,CHEMBL91925,73,nM,Brc1cc(Nc2ncnc3c2cc(NC(=O)/C=C/C[NH+](CC)CC)cc3)ccc1,7.1366773
4108,CHEMBL2029689,9700,nM,BrC1=CC(=CNc2ccc(S(=O)(=O)N3CCCCC3)cc2)C(=O)C=C1,5.0132284
3263,CHEMBL1241299,100000,nM,Brc1c(O)cc(-c2nn(C)c3ncnc(N)c23)cc1,4
1093,CHEMBL351920,5600,nM,S(Sc1n(C)c2c(c1C(=O)C)cccc2)c1n(C)c2c(c1C(=O)C)cccc2,5.251812
752,CHEMBL78249,70000,nM,S=C(N)C(C#N)Cc1cc(O)c(O)cc1,4.154902
1862,CHEMBL215814,80,nM,S(=O)(=O)(CCNCc1oc(-c2cc3c(Nc4cc(C(F)(F)F)c(OCc5cc(F)ccc5)cc4)ncnc3cc2)cc1)C,7.09691
1345,CHEMBL176891,1.3200001,nM,Brc1cc(Nc2ncnc3c2cc2n(CC[NH+](C)C)cnc2c3)ccc1,8.879426
1663,CHEMBL436511,690,nM,Clc1c(OCc2nccnc2)ccc(Nc2ncnc3c2c(OC2CC[NH+](C)CC2)ccc3)c1,6.1611509
878,CHEMBL13629,10000,nM,Brc1cc2/C(=C/c3c(C)c(C(=O)NCC[NH+](CC)CC)c(C)[nH]3)/C(=O)Nc2cc1,5
6,CHEMBL443268,5310,nM,Clc1c(F)ccc(Nc2ncnc3N(C)C(=O)/C(=C\c4c(C)cc(C(=O)NCCN5CCOCC5)[nH]4)/c23)c1,5.2749057
3936,CHEMBL1933083,55,nM,Clc1c(OCc2cc(F)ccc2)ccc(Nc2c(C#Cc3cc(C[NH+](C)C)ccc3)c(C)ncn2)c1,7.2596374
4175,CHEMBL2064379,75000,nM,O=C1N(CCC[NH+]2CCOCC2)c2c(O1)cc1ncnc(Nc3cc(C)cc(C)c3)c1c2,4.124939
6016,CHEMBL3975990,100,nM,O=C(NO)CCCCCCOc1cc2c(Nc3cc(C#C)ccc3)ncnc2cc1,7
1403,CHEMBL53121,124,nM,Brc1cc(Nc2ncnc3c2cc(F)nc3)ccc1,6.9065785
4816,CHEMBL3234736,550,nM,FC(F)(F)c1c(CN2CC[NH+](C)CC2)ccc(NC(=O)c2cc(NC(=O)c3cnccc3)c(C)cc2)c1,6.2596374
5143,CHEMBL3586179,9800,nM,Clc1cc(Nc2ncnc3c2cc(NC(=O)[C@H]2N(C=4S/C(=C/c5cnccc5)/C(=O)N=4)CCC2)cc3)ccc1,5.0087738
3867,CHEMBL1914674,14,nM,Fc1ccc([C@H](Nc2ncnc3[nH]c(-c4ccc(C#N)cc4)cc23)C)cc1,7.8538718
3452,CHEMBL1272006,1090,nM,OC[C@@H](Nc1ncnc2sc3c(c12)CCC3)c1ccccc1,5.9625735
6808,CHEMBL4083916,365,nM,Fc1c(N2C(=O)N([C@@H]3CN(C(=O)CC)CC3)c3nc(Nc4cc(C(C)C)c(N5CC[NH+](C)CC5)cc4)ncc3C2)cc(OC)cc1,6.4377069
6152,CHEMBL3671480,56,nM,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCc2ccncc2)c3)cc1,7.251812
3027,CHEMBL602328,970,nM,FC1=CC(=CNN=C2SCC(=O)N2)C(=O)C=C1,6.0132284
3479,CHEMBL1630115,29,nM,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2cc(-c2ccc(/C=C/C(=O)Nc4c(N)cccc4)cc2)cc3)c1,7.5376019
5697,CHEMBL3805893,9040,nM,O(Cc1ccccc1)c1ccc(C2N(c3ccccc3)N=C(c3cc4OCCOc4cc3)C2)cc1,5.0438313
2598,CHEMBL490497,0.95499998,nM,Clc1c(F)ccc(Cc2ncnc3c2nc(NC(=O)C=C)c(OC)c3)c1,9.0199966
144,CHEMBL64430,5000,nM,S(Sc1n(C)c2c(c1C(=O)Nc1ccccc1)cc([N+](=O)[O-])cc2)c1n(C)c2c(c1C(=O)Nc1ccccc1)cc([N+](=O)[O-])cc2,5.3010302
5925,CHEMBL3919609,1.5,nM,Oc1ccc(-c2oc3ncnc(N[C@H](C)c4ccccc4)c3c2)cc1,8.8239088
5179,CHEMBL3612595,8.6999998,nM,O=C(OCC)CCCN1C(=O)Oc2c1cc1c(Nc3cc(O)ccc3)ncnc1c2,8.0604811
5929,CHEMBL3937527,56,nM,Brc1ccc(-c2oc3ncnc(N[C@H](C)c4ccccc4)c3c2)cc1,7.251812
1904,CHEMBL1203938,47.700001,nM,Fc1ccc(CNc2ncnc3c2cc(OC)c(OC)c3)cc1,7.3214817
1615,CHEMBL190094,0.11,nM,Clc1c(Cl)cc(Nc2ncnc3c2cc(NC(=O)/C=C/C[NH+](C)C)cc3)c(F)c1,9.9586077
4877,CHEMBL3233776,8,nM,Clc1c(F)ccc(Nc2ncnc3sc(NC(=O)/C=C/CNCc4ncccn4)cc23)c1,8.0969105
1142,CHEMBL102726,320,nM,N(Cc1ccccc1)c1ncnc2c1cccc2,6.4948502
1494,CHEMBL417941,1600,nM,O=C(NC1CCCCC1)/C(/C#N)=C/c1cc(O)c([O-])cc1,5.7958798
4499,CHEMBL2385964,1500,nM,Clc1c(OCc2ncccc2)ccc(Nc2c(C#Cc3oc(CNCCS(=O)(=O)C)cc3)c(C)ncc2C#N)c1,5.8239088
3721,CHEMBL1821896,8630,nM,O=[N+]([O-])c1ccc(C2N(c3scc(-c4ccccc4)n3)N=C(c3ccc(OC)cc3)C2)cc1,5.0639892
1885,CHEMBL214857,3,nM,Clc1c(F)c(Nc2ncnc3c2cc(OC2CC[NH+](CCOC)CC2)c(OC)c3)ccc1,8.5228786
2060,CHEMBL251125,1.8,nM,Fc1ccc(-c2c(C#Cc3ncnc4c3cc(OCC)c(OCC)c4)cn[nH]2)cc1,8.7447271
3808,CHEMBL104,69421,nM,Clc1c(C(n2cncc2)(c2ccccc2)c2ccccc2)cccc1,4.1585093
4083,CHEMBL2029434,0.38,nM,O=C(Nc1cc(N2C(=O)N(C(C)C)Cc3c2nc(Nc2c(OC)cc(N4CC[NH+](C)CC4)cc2)nc3)ccc1)C=C,9.4202166
2081,CHEMBL413987,191,nM,Clc1c(OCc2ncccc2)ccc(Nc2ncnc3c2c(O[C@H](CN(C(=O)CO)C)C)ccc3)c1,6.7189665
3042,CHEMBL591050,26610,nM,O=[N+]([O-])c1cc(/C=N/N=C2SCC(=O)N2)ccc1,4.574955
4302,CHEMBL2283252,13230,nM,Fc1cc(F)cc(NC(=O)/C=C/c2ccccc2)c1,4.8784404
2606,CHEMBL524132,1.202,nM,Brc1cc(Nc2ncnc3c2cc(CC(=O)C(=C)C)cc3)ccc1,8.9200954
4903,CHEMBL3263964,94,nM,S(=O)([O-])(=Nc1cc(F)c(Oc2c3c(ncc2)cc(OCCCN2CC[NH+](C)CC2)c(OC)c3)cc1)c1cc(-c2cscc2)ccc1,7.0268722
5924,CHEMBL3956112,4.5999999,nM,Oc1cc(-c2oc3ncnc(N[C@H](C)c4ccccc4)c3c2)ccc1,8.3372421
2971,CHEMBL605976,12.8,nM,O=C(NO)CCCCCCOc1c(OC)cc2ncnc(N[C@H](C)c3ccccc3)c2c1,7.8927898
2799,CHEMBL474324,472,nM,Clc1c(F)cc2[nH]cc(-c3ncnc4c3cc(OCCOC)c(OCCOC)c4)c2c1,6.3260579
6155,CHEMBL3671483,36,nM,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCC2CCN(C(=O)NCCC)CC2)c3)cc1,7.4436975
1374,CHEMBL54784,1460,nM,N(Cc1ccccc1)c1ncnc2c1cncc2,5.8356471
4498,CHEMBL2385960,45,nM,Clc1c(OCc2cc(F)ccc2)ccc(Nc2c(C#Cc3oc(CNCCS(=O)(=O)C)cc3)c(C)ncn2)c1,7.3467875
975,CHEMBL311133,7000,nM,S(=O)(=O)(Oc1ccc(/C=C/[N+](=O)[O-])cc1)c1ccc(C(=O)N[C@@H](C(=O)N[C@@H](C(=O)[O-])C)C)cc1,5.154902
766,CHEMBL154911,100000,nM,S=C1C(CCC(=O)NCc2ccccc2)c2c(N1)cccc2,4
4184,CHEMBL2064391,6800,nM,O=C(C)c1cc(Nc2ncnc3c2cc2N(CCC[NH+]4CCOCC4)C(=O)Oc2c3)ccc1,5.167491
3406,CHEMBL1242476,207,nM,Nc1ncnc2n(C(C)C)nc(-c3cc4[nH]nc(N)c4cc3)c12,6.6840296
6130,CHEMBL3655340,1,nM,Clc1c(F)ccc(Nc2ncnc3sc4c(c23)CCN(C(=O)/C=C/[C@H]2[NH+](C)CCC2)C4)c1,9
3344,CHEMBL1242031,100000,nM,S(=O)(=O)(N)c1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1,4
5692,CHEMBL3804886,83.879997,nM,Fc1cc(Nc2ncnc3c2c2OCCOc2c(OCCC[NH+]2CCOCC2)c3)ccc1,7.0763416
6641,CHEMBL4065301,60953.691,nM,O(C)c1c(OC)cccc1-c1oc(Cc2[nH]c3c(n2)cccc3)nn1,4.2150002
2707,CHEMBL516979,1.66,nM,Ic1cc(Nc2ncnc3c2cc2O[C@H](COC)[C@@H](COC)Oc2c3)ccc1,8.779892
199,CHEMBL135142,1.75,nM,Brc1cc(Nc2ncnc3c2cc(NC(=O)/C=C/C(F)(F)F)cc3)ccc1,8.7569618
6633,CHEMBL4079125,3698.28,nM,Clc1c(-c2oc(Cc3[nH]c4c(n3)cccc4)nn2)ccc(Cl)c1,5.4320002
1301,CHEMBL122785,10300,nM,S(=O)(=O)([O-])c1c(O)ccc(NCc2c(O)ccc(O)c2)c1,4.9871626
2549,CHEMBL516375,34.669998,nM,Clc1c(F)ccc(Nc2ncnc3c2cc(-c2nc(CNCCS(=O)(=O)C)sc2)cc3)c1,7.4600463
5756,CHEMBL3818364,1.1900001,nM,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2cc(NC(=O)[C@@H]2NC(=O)OC2)c(OCC)c3)c1,8.9244528
1643,CHEMBL438805,950,nM,O=C(OCC)c1c(CCC)c2C(Nc3cc4c(n(Cc5ccccc5)nc4)cc3)=NC=Nn2c1,6.0222764
1458,CHEMBL55994,3100,nM,O=C(/C(/C#N)=C/c1cc(O)c([O-])cc1)c1sccc1,5.5086384
5882,CHEMBL3958482,16,nM,O=C(Nc1c(OC)cc2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2c1)/C=C/C[NH+]1CCCCC1,7.7958798
1717,CHEMBL204223,6300,nM,Brc1cc(Nc2ncnc3Oc4c(c(OC)cc(OC)c4)CNc23)ccc1,5.2006593
2848,CHEMBL565714,21,nM,O=C(OCCN1CC[NH2+]CC1)Nc1c(CC)c2c(Nc3cc4c(n(Cc5ccccc5)nc4)cc3)ncnc2[nH]1,7.6777806
4496,CHEMBL2385967,2300,nM,Clc1c(OCc2ncccc2)ccc(Nc2c(C#N)cncc2-c2ccc(NC(=O)c3ccc(CN4CC[NH+](C)CC4)cc3)cc2)c1,5.6382723
2629,CHEMBL139095,0.7586,nM,Brc1cc(NC2=NC=NC=3C2=CC(=NS(=O)(=O)C=C)NC=3)ccc1,9.1199875
2862,CHEMBL569880,9,nM,Clc1c(F)c(Nc2ncnc3c2cc(NC(=O)[C@H]2N(C(=O)C=C)CCC2)c(OCCOC)c3)ccc1F,8.0457573
4593,CHEMBL2437468,395,nM,O=C(Nc1ccc(N2C(=O)C=Nc3c2nc(Nc2c(OC)cc(N4CC[NH+](C)CC4)cc2)nc3)cc1)C=C,6.4034028
3273,CHEMBL1242568,318,nM,Fc1c(O)cc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1,6.4975729
2797,CHEMBL473320,131,nM,Brc1cc2c(-c3ncnc4c3cc(OC)c(OC)c4)c[nH]c2cc1,6.8827286
5753,CHEMBL3818970,37.810001,nM,Clc1c(OCC2CC2)ccc(Nc2ncnc3c2cc(NC(=O)[C@H]2NC(=O)OC2)c(OCC)c3)c1,7.4223933
1832,CHEMBL210659,67,nM,ClCCN(N=O)C(=O)Nc1cc2c(Nc3cc(Cl)ccc3)ncnc2cc1,7.1739254
3778,CHEMBL1828883,32850,nM,Clc1ccc(S(=O)(=O)NC(=O)Cc2ccc(OC)cc2)cc1,4.4834647
3852,CHEMBL1914661,95,nM,Oc1ccc(-c2[nH]c3ncnc(NC(C)c4cc(C)ccc4)c3c2)cc1,7.0222764
2607,CHEMBL501618,0.50120002,nM,Brc1cc(Nc2ncnc3c2cc(CC(=O)/C=C/C)nc3)ccc1,9.2999887
2202,CHEMBL441333,39.810001,nM,Brc1c(OC)c(Nc2ncnc3c2cncc3)ccc1,7.4000077
3810,CHEMBL954,1050,nM,Cl/C(=C(/c1ccc(OCC[NH+](CC)CC)cc1)\c1ccccc1)/c1ccccc1,5.9788108
129,CHEMBL304414,10000,nM,S(Sc1n(C)c2c(c1C(=O)Nc1ccccc1)cccc2)c1n(C)c2c(c1C(=O)Nc1ccccc1)cccc2,5
3455,CHEMBL1272167,91,nM,S(=O)(=O)(C=C)N1Cc2sc3ncnc(N[C@H](CO)c4ccccc4)c3c2CC1,7.0409584
1027,CHEMBL280757,0.69,nM,Brc1c(F)ccc(Nc2ncnc3c2cc(NC(=O)C=C)cc3)c1,9.1611509
1484,CHEMBL440298,1100,nM,O=C(NCCCCc1ccccc1)/C(/C#N)=C/c1cc(O)c([O-])cc1,5.9586072
2358,CHEMBL80745,1000,nM,O(C)c1c([O-])c(O)cc(C=C(C#N)C(N)=C(C#N)C#N)c1,6
3947,CHEMBL242541,29,nM,Clc1c(F)ccc(Nc2ncnc3c2cc(N)cc3)c1,7.5376019
3614,CHEMBL109332,3388.4399,nM,Brc1cc(Nc2c(C=O)cnc3c2cc(OC)c(OC)c3)ccc1,5.4700003
2906,CHEMBL590109,940,nM,[NH3+]CCn1c2c(c(-c3cc(-c4sc5c(c4)cccc5)c4[nH]ncc4c3)c1)nc(N)nc2,6.0268722
5127,CHEMBL3416608,183,nM,Brc1sc2ncnc(N[C@H](CC)c3ccccc3)c2c1,6.7375488
761,CHEMBL468975,5600,nM,O=C(C(C[NH+](C)C)=C)c1ccccc1,5.251812
1920,CHEMBL388286,3960,nM,ClCCN(CCN=NNc1cc2c(Nc3cc(Cl)ccc3)ncnc2cc1)c1ccc(OC)cc1,5.4023046
774,CHEMBL144791,850,nM,Brc1c([O-])c(O)cc(/C=C(/S(=O)(=O)/C(/C#N)=C/c2cc(Br)c([O-])c(O)c2)\C#N)c1,6.070581
5470,CHEMBL3746711,1260,nM,Ic1ccc(C2=NN(C(=O)C)C(c3ccc(C(=O)OCCn4c(C)ncc4[N+](=O)[O-])cc3)C2)cc1,5.8996296
5358,CHEMBL3699602,5.5,nM,S(=O)(=O)(N)N1CCN(c2cc(OC)c(Nc3nc(Oc4cc(NC(=O)C=C)ccc4)c(C(F)(F)F)cn3)cc2)CC1,8.2596369
1457,CHEMBL57462,2500,nM,O=C1C(=C(C#N)C#N)c2c(N1)cc(O)c(O)c2,5.6020598
6172,CHEMBL3671499,5,nM,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCNC(=O)C=C)c3)cc1,8.3010302
1925,CHEMBL242349,7710,nM,O(CCOc1c(OC)cc2c(NC=3C(=O)C=C(OCc4cc(OC)ccc4)C(=O)C=3)ncnc2c1)C,5.1129456
2643,CHEMBL472746,3.631,nM,O=C(NC=1c2c(Nc3ccc(OCc4ccccc4)cc3)ncnc2CC=1)C=C,8.4399738
6323,CHEMBL3040566,2.71,nM,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2cc(-c2oc(CNCCS(=O)(=O)N)cc2)cc3)c1,8.5670309
5432,CHEMBL3741526,3200,nM,Clc1ccc(-n2nc(C(=O)OCC)c(C(=O)c3c(c(-c4ccccc4)[nH]c3C)-c3ccccc3)c2)cc1,5.4948502
1318,CHEMBL123045,5400,nM,O=[N+]([O-])c1c([O-])ccc(NCc2c(O)ccc(O)c2)c1,5.2676063
5989,CHEMBL3883652,11000,nM,N(c1nc(Nc2cc(C)ccc2)ccn1)c1ccc(N2CC[NH+](C)CC2)cc1,4.9586072
1244,CHEMBL89940,770,nM,N(c1ncnc2c1cc(N)cc2)c1ccccc1,6.1135092
4332,CHEMBL2316144,8000,nM,Brc1c(/C=C\2/C(=O)/C(=C/c3cc(OC)cc(OC)c3)/CCC/2)cccc1,5.09691
6436,CHEMBL3915538,6238,nM,O=C(/C=C/CN1CCOCC1)N1[C@H](Cn2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc23)CCC1,5.2049546
4285,CHEMBL117324,150003.02,nM,Brc1cc(Nc2c(C#N)cnc3c2cc(NC(=O)C#CCN2[C@H](COC)CCC2)cc3)ccc1,3.8239
5553,CHEMBL3759725,3,nM,O=C(NCC[NH+](C)C)c1c(OC)c(-c2sc3ncnc(N[C@H](C)c4ccccc4)c3c2)ccc1,8.5228786
5286,CHEMBL3628816,21180,nM,Clc1cc2SCc3c(nc(Nc4ccccc4)nc3)-c2cc1,4.6740742
6357,CHEMBL3663932,0.56,nM,O=C(Nc1cc(Oc2c(CC)nc(C(=O)N)c(Nc3ccc(N4C[C@@H](C)[NH+](C)CC4)cc3)n2)ccc1)C=C,9.251812
5688,CHEMBL3805236,10.9,nM,O(C)c1c2OCCOc2c2c(Nc3cc(C#C)ccc3)ncnc2c1,7.9625735
3035,CHEMBL592708,5780,nM,O(C)c1ccc(/C=N/N=C2SCC(=O)N2)cc1,5.2380724
1160,CHEMBL342929,1800,nM,S(Sc1n(C)c2c(c1C(=O)NC)cccc2)c1n(C)c2c(c1C(=O)NC)cccc2,5.7447276
5302,CHEMBL3633938,445,nM,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2cc([N-]C=C(C#N)C#N)cc3)c1,6.3516402
4807,CHEMBL3234867,370,nM,Fc1ccc(Oc2c(/C=N/NC(=O)Cn3c(C)ncc3[N+](=O)[O-])cc3c(n2)cccc3)cc1,6.4317985
228,CHEMBL109296,4500,nM,Clc1c(c(Cl)ccc1)C=1C(=O)N(C)c2nc(NCC)ncc2C=1,5.3467875
4293,CHEMBL2283259,29850,nM,O=C(NC(C)(C)C)/C=C/c1ccccc1,4.5250559
5074,CHEMBL3403512,298.20001,nM,N(C)(c1nc(C)nc2oc(C)cc12)c1cc2OCOc2cc1,6.5254922
6042,CHEMBL3940909,9,nM,Clc1c(F)c(Nc2ncnc3c2cc(O[C@@H]2CN(C(=O)C=C)CC2)cc3)ccc1F,8.0457573
758,CHEMBL155293,7400,nM,S(Sc1c(CCC(=O)NCc2ccc(C(=O)[O-])cc2)c2c([nH]1)cccc2)c1c(CCC(=O)NCc2ccc(C(=O)[O-])cc2)c2c([nH]1)cccc2,5.1307683
5029,CHEMBL3357642,0.31,nM,Clc1c(F)ccc(Nc2ncnc3c2cc(NC(=O)/C(/F)=C\C[NH+](C)C)c(O[C@@H]2COCC2)c3)c1,9.5086384
5556,CHEMBL3759459,20,nM,O=C(OC)c1cc(OC)c(-c2sc3ncnc(N[C@H](C)c4ccccc4)c3c2)cc1,7.6989698
