chembl_compound_id,chembl_activity_id,pIC50,smiles
CHEMBL6008308,27071672,6.26,CS(=O)(=O)N[C@@H]1CCCN(c2cnc(C(N)=O)c(Nc3ccc(C4CCN(C5CCCC5)CC4)cc3)n2)C1
CHEMBL233325,1951292,7.58,O[C@H]1CNCCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)C1
CHEMBL603266,3126307,9.44,O=C(Cn1sccc1=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
CHEMBL6025324,27652721,6.26,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC4CCC4)nc3)ncc2F)c1
CHEMBL207869,1710019,7.11,Fc1cccc(COc2ccc(Nc3ncncc3C#Cc3ncccn3)cc2Cl)c1
CHEMBL1271562,3521905,5.24,CC[C@@H](Nc1ncnc2sc3c(c12)CCN(C(=O)/C=C/CN(C)C)C3)c1ccccc1
CHEMBL5406587,25665180,8.68,CN(C)CCn1ccc2cc(Nc3nccc(-c4sc(N)nc4-c4ccc(F)cc4)n3)ccc21
CHEMBL6013771,28405691,8.7,CC(C)(C)CNc1c(C#N)cnc2c(C#N)cc(N[C@H](C3=CN(C4(C(F)F)CC4)NN3)c3cccc4c(=O)n(CC(F)F)ccc34)cc12
CHEMBL5921575,27738029,5.26,COc1ccccc1C(=O)NCc1ccc(-c2nn([C@H]3C=C[C@H](NC(C)=O)C3)c3ncnc(N)c23)cc1
CHEMBL2425089,13452940,7.28,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CC2(CSC2)C1
CHEMBL5763336,28404725,8.7,Cc1nc(F)ccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(C2(C3CC3)CC2)NN1
CHEMBL3355885,14983529,7.29,COc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1OCCCCCn1ccnc1[N+](=O)[O-]
CHEMBL6058935,28405532,8.0,CC(C)(C)CNc1c(C#N)cnc2c(C#N)cc(N[C@H](C3=CN(C4(C(F)(F)F)CC4)NN3)c3cccc4c(C#N)nccc34)cc12
CHEMBL472746,2390227,8.44,C=CC(=O)NC1=CC=C2N=CN=C(Nc3ccc(OCc4ccccc4)cc3)C21
CHEMBL6049695,28403828,8.7,Cc1ncccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(Nc3cccc(Cl)c3F)c2c1)c1cn(C2CCN(C(C)(C)C)CC2)nn1
CHEMBL5817477,26750489,8.15,CCN1CCN(Cc2ccc(C(=O)N[C@@H]3[C@H]4Oc5ccc(Oc6ccnc(C(=O)NC)c6)cc5[C@@H]34)cc2C(F)(F)F)CC1
CHEMBL3263969,14652539,5.72,COc1cc2c(Oc3ccc(NS(=O)(=O)c4cccc(-c5ccco5)c4)cc3F)ccnc2cc1OCCCN1CCN(C)CC1
CHEMBL5812935,28405781,8.52,Cc1ccc2c([C@H](Nc3cc(C#N)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C45CC(C4)C5)NN3)cccc2n1
CHEMBL391521,1951306,6.96,CN(CCO)Cc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12
CHEMBL2047248,10944961,4.62,Nc1nc2c(c(Nc3cccc(Br)c3)n1)-c1ccccc1C2
CHEMBL3949347,16668437,8.52,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cn1
CHEMBL3799138,16581397,8.02,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)C(C)(C)C)CC4)cc3OC)ncc2SC)c1
CHEMBL5267161,25105742,6.9,CN1CCN(c2ccc(Nc3nc(Nc4ccc5[nH]ccc5c4)c4cn[nH]c4n3)cc2)CC1
CHEMBL5566473,25979180,8.9,O=C(/C=C/CNC1CCC1)Nc1ccc2ncnc3c2c1C=CN3c1ccc(OCc2ccccn2)c(Cl)c1
CHEMBL5272088,25084782,6.13,C=CC(=O)N1CC[C@H](n2nc(-c3cnc4ccccc4c3)c3c(N)ncnc32)C1
CHEMBL3671518,26587484,7.5,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)CO
CHEMBL78049,2202774,5.05,C/C(=C\c1ccc(O)c(O)c1)[N+](=O)[O-]
CHEMBL5995996,27653117,5.26,C#CCOc1cccc(Nc2ncc(F)c(Nc3cccc(C(=O)C=C(C)C)c3)n2)c1
CHEMBL436511,1603492,6.16,CN1CCC(Oc2cccc3ncnc(Nc4ccc(OCc5cnccn5)c(Cl)c4)c23)CC1
CHEMBL5968968,28722362,6.52,C=CC(=O)N1CC(Oc2cc3c(Nc4ccc(OC(F)(F)F)c(Cl)c4)ncnc3cc2OC)C1
CHEMBL6045970,27737804,7.26,COc1ccccc1C(=O)NCc1ccc(-c2nn([C@H]3C=C[C@H](OC(C)=O)C3)c3ncnc(N)c23)cc1
CHEMBL489307,2390245,8.06,O=C(CCCN1Cc2cc3c(Nc4cccc(Br)c4)ncnc3cc21)N1CCOCC1
CHEMBL5966530,28403162,7.92,CC(C)(C)CNc1c(C#N)cnc2c(Br)cc(N[C@H](C3=CN(C4CC4)NN3)c3cccc4c3CCN4)cc12
CHEMBL6013487,27652625,7.26,C=CC(=O)Nc1cccc(Nc2ncc(C)c(Nc3cccc(C)c3)n2)c1
CHEMBL31373,894164,8.51,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1
CHEMBL3676341,26587706,8.3,C=CC(=O)Nc1cc2c(Nc3cc(Cl)c(Cl)cc3F)ncnc2cc1OCCNC(C)=O
CHEMBL3676363,26587772,7.72,C=CC(=O)Nc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OCCNC(=O)CN(C)C
CHEMBL3234740,14571452,5.41,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1cnccn1
CHEMBL3960911,16668219,6.29,CCC(=O)Nc1cc2c(Nc3ccc4c(c3)CCN4Cc3ccccn3)ncnc2cc1OC
CHEMBL5897021,28403822,8.7,Cc1ncccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(Nc3cccc(Cl)c3F)c2c1)C1=CN(C(C)C)NN1
CHEMBL3234742,14571454,7.37,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1cnc(N)nc1
CHEMBL4228473,18577494,7.77,C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(N4CCN(C)CC4)cc3OC)n2)c1
CHEMBL473944,2390169,8.52,C=CC(=O)Nc1cc2c(Cc3cccc(Br)c3)ncnc2cc1OCCCn1ccnc1
CHEMBL5799073,27070661,5.26,CN(C)C(=O)N[C@@H]1CCCN(c2cnc(C(N)=O)c(Nc3cnn(C4CCN(C(=O)C5CC5)CC4)c3)n2)C1
CHEMBL5180325,24902228,7.6,Nc1ccc2ncnc(Nc3cccc4cc[nH]c34)c2c1
CHEMBL5431658,25691196,7.21,C=CC(=O)Nc1cc(-c2c(-c3ccccc3)oc3ncnc(NC4CCCC4)c23)ccc1N1CCN(C)CC1
CHEMBL461797,2390206,9.36,CN(C)CCCNC(=O)/C=C/C(=O)Cc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
CHEMBL4206312,18450558,7.54,C=CC(=O)N1CC[C@@H](Nc2nc(Nc3ccc(N4CCN(C)CC4)cc3)c3ncn(C(C)C)c3n2)C1
CHEMBL4102822,18172240,7.6,Cc1cc(Nc2ncc3c(n2)N([C@H]2CCN(C(=O)C4CCCCC4)C2)C(=O)N(c2ccccc2Cl)C3)ccc1N1CCN(C)CC1
CHEMBL5625037,26142955,8.73,C=CC(=O)Nc1cc(Nc2nccc(-c3nc(C)c4ccccn34)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL3965075,16752236,6.33,CCOCc1ccc2c(c1)nc(NC(=O)c1cccc(C(F)(F)F)c1)n2[C@H]1CC[C@H](O)CC1
CHEMBL4450934,19132091,6.85,CCC(=O)N1CCC[C@@H](n2c(=O)c(-c3ccc(F)cc3Cl)c(C)c3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1
CHEMBL217092,19218784,7.18,CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1
CHEMBL5807574,26961358,7.49,Nc1ncnc2c1c(C(=O)Nc1nc3cc(-c4ccccc4)ccc3o1)cn2[C@@H]1CCN(C(=O)/C=C/CN2CCCC2)C1
CHEMBL3655349,26576603,9.0,O=C(/C=C/CNC12CC3CC(CC(C3)C1)C2)N1CCc2c(sc3ncnc(Nc4ccc(Cl)c(Cl)c4)c23)C1
CHEMBL1828878,6358484,4.8,O=C(Cc1ccc(Br)cc1)NS(=O)(=O)c1ccc(Cl)cc1
CHEMBL1828868,6358473,5.23,O=C(Cc1ccc(F)cc1)NS(=O)(=O)c1ccc(Cl)cc1
CHEMBL5933810,28405793,8.3,Cc1ncsc1[C@H](Nc1cc(C#N)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(C2(C(F)(F)F)CC2)NN1
CHEMBL5879544,27737528,6.26,COc1ccc(F)cc1C(=O)NCc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1
CHEMBL438440,1710021,7.13,Fc1cccc(COc2ccc(Nc3ncncc3C#Cc3cccnc3)cc2Cl)c1
CHEMBL5828924,28404572,8.22,Cn1ncc2c([C@H](Nc3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(C(F)F)CC4)NN3)cccc21
CHEMBL4530987,19168490,7.85,CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC(=O)CCc1cccnc1
CHEMBL157084,284919,7.46,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)cs1
CHEMBL6022989,28404023,7.82,N#Cc1cnc2c(Cl)cc(N[C@H](C3=CN(C4CCN(C5COC5)CC4)NN3)c3cccnc3)cc2c1Nc1ccc(F)c(Cl)c1
CHEMBL489501,2390249,8.32,O=C(Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12)N1CCOCC1
CHEMBL311959,19218791,4.57,COc1cc2nccc(Nc3cc(OC)c(OC)c(OC)c3)c2cc1OC
CHEMBL3357639,15112247,9.59,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)/C(F)=C/CN1CCOCC1
CHEMBL4215496,18456064,6.41,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccccc2NC(=O)COCc2ccccc2)n1
CHEMBL3805461,16588599,8.09,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c4c(c23)OCCO4)c1
CHEMBL3957025,16847206,7.77,COc1cc2c(Nc3ccc(NC(=O)Nc4ccc(Cl)cc4)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1
CHEMBL5790497,27738074,5.26,COc1ccc(C)cc1C(=O)NCc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1F
CHEMBL472942,2390305,4.87,COc1cc2nccc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCOCC1
CHEMBL5269747,25105722,8.49,C=CC(=O)Nc1cc(Nc2ncc(Br)c(Nc3ccc4c(c3)CCC4)n2)c(OC)cc1N1CCN(C)CC1
CHEMBL208286,1715565,7.7,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)[C@@H](CO)C(N)=O
CHEMBL3087202,13826571,6.28,C=CC(=O)N1CC[C@H](N2C(=O)N(C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)C1
CHEMBL5291403,25084779,9.4,C=CC(=O)N1CC[C@@H](n2cc(-c3cnc4ccccc4c3)c3c(N)ncnc32)C1
CHEMBL1094784,3299697,4.48,FC(F)(F)c1cccc(Nc2ncnc3[nH]c(Cc4ccc(Cl)cc4Cl)cc23)c1
CHEMBL4079506,18172267,5.89,CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(F)c4)nc32)C1
CHEMBL4101774,18048477,7.66,O=S(=O)(Nc1nccs1)c1ccc(NC(=S)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cc1
CHEMBL3968417,16668433,9.0,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1
CHEMBL3133910,13975593,4.12,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(S(N)(=O)=O)cc3)c2c1
CHEMBL5555620,25864536,7.0,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCCNCc1ccc(-c2cccc(-c3ccccc3)c2C)nc1OC
CHEMBL5829626,28722326,5.96,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)cc4Cl)ncnc3cc2OC)C1
CHEMBL4068695,18172269,5.47,CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C(F)(F)F)c4)nc32)C1
CHEMBL3798501,16581392,9.15,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2SC)c1
CHEMBL3927914,16809231,7.28,COc1ccc(NC(=S)NNc2nncc3ccccc23)cc1
CHEMBL6012814,28405757,8.7,C[C@@H](CF)N1C=C([C@@H](Nc2cc(C#N)c3ncc(C#N)c(NCC(C)(C)C)c3c2)c2cccc3ncccc23)NN1
CHEMBL4082783,18189822,7.22,C=CC(=O)N1CCC[C@@H](n2nc(C#CC3CCCC3)c3c(N)ncnc32)C1
CHEMBL325760,6261317,5.13,COc1cc2ncc(C#N)c(Nc3cccc(C(C)=O)c3)c2cc1OC
CHEMBL5631574,26154075,7.87,COCCOc1cc2ncnc(Nc3cc(Br)cc(OS(C)(=O)=O)c3)c2cc1OCCOC
CHEMBL3425655,15257621,6.27,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/c3ccc(F)cc3)c2)n1
CHEMBL4065984,18172266,6.22,CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(OC)c4)nc32)C1
CHEMBL5199678,24741551,10.0,CCc1cc(Nc2ncc(Br)c(Nc3ccc4ncnn4c3P(C)(C)=O)n2)c(OC)cc1N1CCC(N2CC(COC)C2)CC1
CHEMBL3604915,15685141,5.72,CCC(=O)Nc1cccc(-c2nc(Nc3cc[nH]n3)c3ccccc3n2)c1
CHEMBL5093402,24413792,7.88,C=CCCN(C)CCN(C)c1cc(OC)c(Nc2nccc(Nc3cn(C)c4ccccc34)n2)cc1NC(=O)C=C
CHEMBL4286733,18787527,6.95,O=C(Nc1ccc(-c2cc3c(Nc4ccc(Oc5cccc(C(F)(F)F)c5)c(Cl)c4)ncnc3s2)cc1)NC1CC1
CHEMBL3747277,16416936,5.13,CC(=O)N1N=C(c2ccc(Cl)cc2)CC1c1ccc(C(=O)OCCn2c([N+](=O)[O-])cnc2C)cc1
CHEMBL3759280,16457574,8.3,COc1cc(C=O)ccc1-c1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1
CHEMBL4752843,22892157,6.6,Cn1c(-c2csc(N/N=C\c3ccc(F)cc3)n2)nc2ccccc21
CHEMBL5885846,26749523,8.54,CCN1CCN(Cc2cc(F)cc(C(=O)N[C@@H]3[C@H]4Oc5ccc(Oc6ccnc7c6CCC(=O)N7)cc5[C@@H]34)c2)CC1
CHEMBL3133907,13974934,5.7,C=CC(=O)Nc1ccc2ncnc(Nc3ccccc3CC)c2c1
CHEMBL3237941,14574930,4.49,Cc1nn(-c2ccccc2)c(Cl)c1C1C(C#N)=C(N)N(c2cccnc2)C2=C1C(=O)CC(C)(C)C2
CHEMBL3092313,13852031,7.62,CN(C)CCCNC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1
CHEMBL122260,1047042,5.01,CNC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O
CHEMBL4087489,17967062,4.06,C1=CC2=C(Cc3nnc(Cc4nc5ccccc5[nH]4)o3)CNC2C=C1
CHEMBL3233764,14586660,6.27,O=C(CN1CCC(CCO)CC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1
CHEMBL3740257,16404684,5.64,C=CC(=O)Nc1cccc(Nc2nc(N/N=C(\C)c3ccc(F)cc3F)ncc2Cl)c1
CHEMBL4783948,22892151,6.82,Cc1ccc(/C=N\Nc2nc(-c3nc4ccccc4n3C)cs2)cc1
CHEMBL6026921,28405880,7.62,CC(C)(C)CNc1c(C#N)cnc2c(Cl)cc(N[C@H](C3=CN(C4(C(F)(F)F)CC4)NN3)c3ccc4nccn4c3)cc12
CHEMBL5927471,28517174,5.99,C=CC(=O)N1CCCC(Nc2nc3c(c(Nc4cnn(C)c4)n2)C(=O)NC3)C1
CHEMBL6014541,27750536,7.68,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn(C)c3C)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL5571083,25955000,5.07,CCC(=O)Nc1cc2c(Oc3ccc(NC(=O)CCCc4ccc(C)cc4)cc3F)ncnc2cc1OC
CHEMBL6007403,27738101,5.26,COc1cccc2ccnc(C(=O)NCc3ccc(-c4nn(C5CCCC5)c5ncnc(N)c45)cc3)c12
CHEMBL5865390,27737912,6.26,COc1ccccc1C(=O)NCc1ccc(-c2nn([C@H]3C=C[C@@H](O)C3)c3ncnc(N)c23)cc1
CHEMBL6046464,27652865,6.26,C=CC(=O)Nc1cccc(N(C)c2nc(Nc3ccc4c(c3)N(C)CCO4)ncc2F)c1
CHEMBL3699616,16348924,6.19,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)CC(C)(C)C)CC4)cc3OC)ncc2C(F)(F)F)c1
CHEMBL3604205,22814207,7.31,COc1ccc2c(c1)CCCN2c1ncnc2ccccc12
CHEMBL3734934,16390283,5.6,CC(C)n1c(CO)nc2cnc(Nc3ccnc(N4CC[C@H](O)[C@H](F)C4)n3)cc21
CHEMBL3297816,14752178,6.95,Cc1nc(Nc2ccccc2)c2cc(C)oc2n1
CHEMBL1090361,3240752,7.24,CN1CCc2cc(Nc3nccc(-c4c(-c5cccc(NC(=O)Cc6ccccc6)c5)nc5sccn45)n3)ccc2C1
CHEMBL4446953,19310296,7.1,CCOC(=O)/C=C/C(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1
CHEMBL210893,1721396,6.53,CN(C(=O)N(CCCl)N=O)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1
CHEMBL5274187,25066905,7.21,C=CC(=O)N1CCC(C2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)c(O)c4)nn32)CC1
CHEMBL2047245,10944966,4.37,CC(C)c1ccc(Nc2nc(N)nc3c2-c2ccccc2C3)cc1
CHEMBL5967931,28405859,8.22,COc1nccc2c([C@H](Nc3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C(F)(F)F)c4c3)C3=CN(C45CC(C4)C5)NN3)cccc12
CHEMBL4878626,23299086,7.9,C=CC(=O)N1CCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3cc(-c4ccc(Cl)cc4)ccn3)cc2)c(C(N)=O)n1N
CHEMBL3425657,15257643,5.92,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/c3ccc([N+](=O)[O-])cc3)c2)n1
CHEMBL5997770,28883456,6.14,C=CC(=O)N1CC(Nc2cncc(-c3cnc(Oc4cccc(C(F)(F)F)c4)nc3)c2)C1
CHEMBL5979689,28517096,5.82,C=CC(=O)N1CCCC(Nc2nc(Nc3ccc(N4CCOCC4=O)cc3)c3c(c2F)CNC3=O)C1
CHEMBL5072451,24413811,8.4,C#CCN(C)CCN(C)c1cc(OC)c(Nc2nccc(Nc3cn(C)c4ccccc34)n2)cc1NC(=O)C=C
CHEMBL3977022,16756449,6.99,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCn4cncn4)cc3)ncc2Cl)c1
CHEMBL3040548,26589134,7.28,C[S+]([O-])CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
CHEMBL5872217,28403888,7.52,Cn1cnc([C@H](Nc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)C2=CN(C3CCN(C(C)(C)C)CC3)NN2)c1
CHEMBL5404033,25536092,6.9,Cc1cccc(CN(C)c2ncnc3[nH]c(-c4cccc(C(=O)O)c4)cc23)c1
CHEMBL5741973,28403132,8.15,CC(C)(C)N1CCC(N2C=C([C@@H](Nc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)c3cccc4c3CN(C3COC3)C4)NN2)CC1
CHEMBL454383,2390163,9.15,C=CC(=O)Nc1ccc2ncnc(Cc3cccc(Br)c3)c2c1
CHEMBL2316149,12615154,5.12,COc1cc(/C=C2\CCC/C(=C\C3CCCCC3)C2=O)cc(OC)c1
CHEMBL2425736,13453582,8.77,Brc1cccc(Nc2ncnc3ccc(NCCCN4CCCCC4)cc23)c1
CHEMBL128027,901498,5.05,CCOc1cc2nc(C)nc(Nc3cccc(-c4csc(C)n4)c3)c2cc1OCC
CHEMBL5819312,28722002,6.52,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(-c5cnco5)c4)ncnc3cc2OC)CC1
CHEMBL3425662,15257648,6.48,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/c3ccco3)c2)n1
CHEMBL3805299,16588571,7.13,COCCOc1cc2ncnc(Nc3ccc(C)c([N+](=O)[O-])c3)c2c2c1OCCO2
CHEMBL205966,1710029,7.52,Nc1ccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)cc1
CHEMBL4090601,18189824,9.0,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc4ccccc4c3)c3c(N)ncnc32)C1
CHEMBL4753389,24833321,8.07,C=CC(=O)Nc1cccc(-c2c(-c3ccc(N4CCN(C)CC4)cc3)[nH]c3ncnc(OCC(C)C)c23)c1
CHEMBL3699610,16312189,7.7,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCOCC4)cc3OC(F)F)ncc2Cl)c1
CHEMBL3699581,16260061,8.26,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCOCC4)cc3OC)ncc2C(F)(F)F)c1
CHEMBL1828875,6358481,4.75,O=C(Cc1ccc(Br)cc1)NS(=O)(=O)c1ccccc1
CHEMBL3934461,16739501,7.66,COc1ccc(-c2cc3c(NC(CC(N)=O)c4ccccc4)ncnc3o2)cc1
CHEMBL5990498,27738020,5.26,COc1ccccc1C(=O)NCc1ccc(-c2nn([C@H]3C=C[C@H](N)C3)c3ncnc(N)c23)cc1
CHEMBL5827453,28404137,8.15,N#CCN1C=C([C@@H](Nc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)c2cscn2)NN1
CHEMBL5189183,24823379,6.44,COc1cc(N(C)CCN(C)C)c(NC(=O)c2ccncn2)cc1Nc1nc(-c2cn(C)c3ccccc23)c2cccnc2n1
CHEMBL425738,1601110,6.92,CCOC(=O)c1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnn2c1
CHEMBL109575,6261336,5.38,COc1cc2ncc(C#N)c(Nc3ccccc3Br)c2cc1OC
CHEMBL6022949,28405148,7.52,Cc1ccc([C@H](Nc2cc(Cl)c3ncc(C#N)c(NCC(C)(C)C)c3c2)C2=CN(C3(C(F)(F)F)CC3)NN2)c(F)n1
CHEMBL5833201,28404365,8.7,Cc1nc2cccc([C@H](Nc3cc(C#N)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4CC4)NN3)c2s1
CHEMBL5815828,28404590,8.22,Cc1nc(F)ccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NCC3(C)CCC3)c2c1)C1=CN(C2(C(F)F)CC2)NN1
CHEMBL5754623,28404662,8.3,Cn1ncc2cccc([C@H](Nc3cc(C#N)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(C(F)(F)F)CC4)NN3)c21
CHEMBL4740646,22892153,6.68,COc1ccc(/C=N\Nc2nc(-c3nc4ccccc4n3C)cs2)cc1OC
CHEMBL3800597,16581396,8.24,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)CC)CC4)cc3OC)ncc2SC)c1
CHEMBL3933539,16739519,8.28,COc1ccc(-c2cc3c(N[C@H](C)c4ccccc4)ncnc3o2)cc1
CHEMBL5942595,28403966,8.05,Cc1nc(Cl)ccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1)C1=CN(C(C)C)NN1
CHEMBL3980622,16668227,6.69,CCC(=O)Nc1cc2c(Nc3ccc(Cc4ccccn4)cc3)ncnc2cc1OC
CHEMBL3088224,13833377,5.21,Cc1ccc(C(=O)N/N=C(/Cn2c([N+](=O)[O-])cnc2C)c2ccc(Br)cc2)cc1
CHEMBL6030968,28722560,5.96,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(CO)c4)ncnc3cc2OC)C1
CHEMBL4091010,18052745,6.84,CC(C)C[C@@H](NC(=O)OC(C)(C)C)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
CHEMBL3357647,15112239,7.89,CCOc1cc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN1CCCCC1
CHEMBL5950707,28404404,8.15,CC[C@@H](Nc1c(C#N)cnc2c(Cl)cc(N[C@H](C3=CN(C4(C(F)(F)F)CC4)NN3)c3ccc(F)nc3C)cc12)c1ccccc1
CHEMBL1944920,8025244,5.05,Cn1cc(NC(=O)/C=N/O)c(=O)n1-c1ccccc1
CHEMBL4439974,19168497,7.47,CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)COC(C)=O
CHEMBL5747811,28405523,8.7,CC(C)(C)CNc1c(C#N)cnc2c(C#N)cc(N[C@H](C3=CN(C45CC(C4)C5)NN3)c3ccc(F)c4ncccc34)cc12
CHEMBL5903857,28404521,8.3,Cc1nc(F)ccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(C2(C#N)CCC2)NN1
CHEMBL1828872,6358477,5.02,O=C(Cc1ccc(Cl)cc1)NS(=O)(=O)c1ccc(F)cc1
CHEMBL6032445,27737849,6.26,COc1ccccc1C(=O)NCc1ccc(-c2nn(C3CC=CC3)c3ncnc(N)c23)cc1
CHEMBL2064394,10967430,5.77,O=c1oc2cc3ncnc(Nc4ccc(OCc5ccccn5)cc4)c3cc2n1CCCN1CCOCC1
CHEMBL3676359,26587760,7.4,C=CC(=O)Nc1cc2c(Nc3cc(Cl)c(Cl)cc3F)ncnc2cc1OCCNC(=O)CS(C)(=O)=O
